customer_id,credit_score,payment_history,credit_utilization,recent_inquiries,debt_to_income_ratio,length_of_credit_history
68841,641.0,77.54,0.36,3,0.71,17.77
68842,496.0,75.94,0.98,0,0.72,4.85
68843,598.0,84.25,0.9,2,0.42,15.73
68844,479.0,89.78,0.86,2,0.66,17.42
68845,740.0,81.64,0.12,6,0.29,7.57
68846,677.0,64.07,0.28,2,0.7,9.08
68847,443.0,97.18,0.03,2,0.88,11.16
68848,745.0,67.88,0.32,1,0.52,4.49
68849,580.0,71.37,0.16,1,0.84,10.69
68850,626.0,80.58,0.24,2,0.01,8.22
68851,601.0,65.47,0.15,2,0.47,3.34
68852,657.0,81.72,0.0,2,0.91,9.18
68853,683.0,69.37,0.72,1,0.57,9.39
68854,514.0,67.63,0.11,1,0.8,19.74
68855,732.0,95.71,0.91,0,0.57,9.9
68856,526.0,53.97,0.12,1,0.14,17.79
68857,544.0,64.82,0.99,2,0.27,8.27
68858,632.0,56.13,0.46,4,0.51,2.01
68859,569.0,71.33,0.06,1,0.3,19.02
68860,424.0,75.28,0.22,2,0.02,2.37
68861,646.0,52.78,0.43,2,0.1,14.82
68862,588.0,91.45,0.28,3,0.9,12.3
68863,621.0,60.0,0.93,4,0.5,19.77
68864,661.0,70.59,0.9,2,0.76,5.52
68865,473.0,75.32,0.49,2,0.62,2.9
68866,490.0,50.85,0.16,2,0.03,5.12
68867,627.0,59.91,0.02,2,0.2,13.21
68868,501.0,50.5,0.27,3,0.97,10.81
68869,708.0,66.3,0.4,2,0.65,10.92
68870,324.0,69.73,0.95,3,0.66,2.85
68871,664.0,71.55,0.08,1,0.74,7.92
68872,557.0,52.73,0.73,0,0.35,17.09
68873,582.0,73.52,0.65,1,0.02,6.97
68874,670.0,84.07,0.74,3,0.03,19.39
68875,572.0,76.38,0.62,0,0.71,11.2
68876,506.0,72.29,0.59,1,0.59,10.87
68877,556.0,62.91,0.92,2,0.09,6.22
68878,471.0,75.88,0.05,0,0.67,0.92
68879,698.0,55.49,0.43,1,0.26,6.42
68880,476.0,81.73,0.17,4,0.27,3.83
68881,641.0,51.58,0.68,3,0.82,17.66
68882,732.0,85.65,0.23,2,0.33,18.27
68883,694.0,77.16,0.72,2,0.03,19.88
68884,527.0,74.38,0.2,1,0.8,16.39
68885,699.0,72.59,0.9,1,0.31,17.17
68886,543.0,95.38,0.04,3,0.14,14.61
68887,654.0,51.89,0.36,1,0.8,7.82
68888,580.0,89.43,0.85,1,0.21,4.9
68889,518.0,99.07,0.16,1,0.2,15.65
68890,450.0,57.29,0.54,2,0.03,4.99
68891,519.0,60.86,0.59,1,0.67,9.01
68892,477.0,84.43,0.77,0,0.77,15.99
68893,700.0,97.77,0.34,2,0.2,3.63
68894,545.0,81.35,0.87,3,0.46,7.83
68895,407.0,76.23,0.25,2,0.91,10.17
68896,535.0,94.14,0.85,0,0.52,7.7
68897,499.0,57.35,0.83,5,0.05,17.34
68898,476.0,77.44,0.11,1,0.28,6.46
68899,577.0,69.03,0.41,2,0.83,19.47
68900,633.0,76.84,0.37,1,0.48,1.43
68901,534.0,91.02,0.81,2,0.72,10.7
68902,711.0,93.94,0.54,3,0.62,14.39
68903,621.0,72.22,0.8,2,0.28,9.39
68904,718.0,85.79,0.75,2,0.49,2.43
68905,403.0,62.11,0.56,0,0.85,6.16
68906,671.0,68.39,0.26,5,0.53,18.92
68907,587.0,90.5,0.75,1,0.47,6.89
68908,597.0,61.87,0.86,4,0.75,18.26
68909,547.0,79.38,0.76,3,0.47,1.83
68910,570.0,88.64,0.79,3,0.9,1.56
68911,706.0,54.55,0.41,1,0.83,6.62
68912,466.0,61.51,0.47,0,0.03,4.6
68913,601.0,65.91,0.32,1,0.15,15.57
68914,662.0,54.23,0.82,2,0.97,6.42
68915,680.0,66.06,0.44,0,0.78,13.39
68916,817.0,84.4,0.55,2,0.97,13.29
68917,740.0,53.01,0.94,2,0.01,4.49
68918,645.0,64.03,0.91,4,0.16,5.06
68919,584.0,88.41,0.89,0,0.82,10.78
68920,713.0,85.43,0.92,1,0.71,3.09
68921,814.0,72.86,0.25,0,0.66,10.5
68922,703.0,84.3,0.19,5,0.74,19.7
68923,742.0,61.14,0.6,0,0.15,15.91
68924,568.0,66.8,0.47,2,0.63,15.44
68925,469.0,50.5,0.5,4,0.37,15.46
68926,523.0,66.61,0.56,3,0.68,5.25
68927,526.0,54.1,0.66,2,0.37,4.17
68928,614.0,50.78,0.7,2,0.93,17.55
68929,464.0,64.98,0.67,2,0.9,17.06
68930,650.0,82.05,0.52,3,0.07,5.69
68931,767.0,54.73,0.17,3,0.1,5.1
68932,850.0,66.76,0.07,4,0.73,10.45
68933,615.0,77.06,0.23,2,0.96,14.38
68934,730.0,62.13,0.25,3,0.33,11.17
68935,595.0,69.49,0.81,2,0.17,0.74
68936,575.0,72.23,0.38,4,0.97,1.43
68937,578.0,92.45,0.33,3,0.34,14.69
68938,646.0,81.27,0.72,0,0.4,2.09
68939,664.0,96.95,0.11,1,0.96,19.37
68940,568.0,70.79,0.73,2,0.97,17.7
68941,594.0,57.22,0.57,3,0.2,18.23
68942,717.0,91.11,0.14,3,0.27,9.99
68943,300.0,60.87,0.8,0,0.36,11.78
68944,640.0,58.32,0.84,1,0.01,18.4
68945,601.0,58.62,0.86,1,0.24,12.68
68946,710.0,85.98,0.31,1,0.75,13.71
68947,526.0,69.87,0.38,2,0.82,10.78
68948,548.0,55.27,0.71,0,0.67,6.26
68949,568.0,77.72,0.46,1,0.95,13.05
68950,586.0,95.29,0.5,1,0.39,4.95
68951,623.0,71.94,0.63,1,0.75,5.88
68952,668.0,86.74,0.39,2,0.06,10.12
68953,599.0,76.39,0.72,0,0.65,10.46
68954,572.0,82.25,0.01,1,0.68,13.74
68955,567.0,71.1,0.1,5,0.73,17.11
68956,300.0,55.67,0.98,3,0.09,19.04
68957,608.0,71.68,0.06,3,0.07,17.1
68958,505.0,58.75,0.13,0,0.92,16.63
68959,643.0,99.86,0.82,1,0.44,4.85
68960,824.0,76.31,0.96,6,0.42,14.75
68961,606.0,97.42,0.33,0,0.41,6.89
68962,717.0,57.8,0.64,2,0.32,1.85
68963,733.0,57.31,0.38,3,0.46,6.83
68964,530.0,76.14,0.28,3,0.3,16.72
68965,536.0,95.72,0.75,3,0.57,2.02
68966,553.0,58.22,0.69,2,0.38,10.32
68967,631.0,63.57,0.81,4,0.43,2.93
68968,540.0,56.54,0.26,4,0.12,14.93
68969,467.0,50.08,0.03,1,0.62,12.28
68970,452.0,59.67,0.41,1,0.3,10.79
68971,712.0,77.52,0.97,2,0.98,4.37
68972,762.0,78.8,0.86,1,0.9,13.25
68973,613.0,72.53,0.92,2,0.74,14.26
68974,540.0,50.59,0.16,0,0.64,1.7
68975,590.0,83.7,0.55,1,0.45,14.88
68976,604.0,72.82,0.19,2,0.26,16.83
68977,732.0,63.75,0.67,0,0.18,14.63
68978,646.0,59.35,0.39,1,0.66,7.55
68979,530.0,55.4,0.6,1,0.28,16.08
68980,798.0,89.86,0.34,1,0.59,1.58
68981,672.0,87.41,0.23,1,0.59,7.84
68982,711.0,60.95,0.06,2,0.37,0.51
68983,585.0,77.13,0.02,2,0.61,10.68
68984,609.0,76.77,0.34,4,0.94,15.24
68985,429.0,54.05,0.33,3,0.45,11.66
68986,645.0,50.0,0.12,1,0.95,11.71
68987,435.0,74.73,0.09,2,0.78,16.1
68988,631.0,81.15,0.57,1,0.51,19.67
68989,493.0,59.69,0.17,1,0.6,7.37
68990,414.0,68.75,0.3,3,0.45,12.51
68991,496.0,81.08,0.04,2,0.39,4.07
68992,675.0,69.34,0.12,4,0.72,19.8
68993,773.0,84.48,0.75,2,0.54,6.4
68994,653.0,78.61,0.75,2,0.2,13.41
68995,661.0,53.64,0.65,3,0.87,17.94
68996,637.0,79.86,0.49,2,0.83,10.96
68997,734.0,57.26,0.88,2,0.11,18.4
68998,591.0,67.32,0.8,4,0.92,4.02
68999,619.0,85.48,0.06,1,0.26,19.36
69000,625.0,83.42,0.34,0,0.91,13.93
69001,727.0,54.39,0.98,1,0.86,16.7
69002,625.0,81.41,0.07,3,0.01,17.41
69003,687.0,81.86,0.76,3,0.65,16.48
69004,787.0,95.76,0.34,3,0.53,17.57
69005,404.0,85.64,0.22,0,0.24,17.04
69006,767.0,56.23,0.38,0,0.18,2.99
69007,744.0,75.61,0.03,2,0.58,16.8
69008,501.0,66.67,0.29,3,0.68,13.56
69009,496.0,51.95,0.89,1,0.82,19.22
69010,484.0,69.97,0.18,3,0.5,9.61
69011,537.0,74.14,0.7,2,0.74,10.66
69012,387.0,55.34,0.47,5,0.92,2.52
69013,527.0,94.02,0.05,1,0.03,1.2
69014,513.0,61.94,0.73,1,0.92,5.67
69015,647.0,53.71,0.4,3,0.68,17.83
69016,585.0,84.09,0.24,1,0.97,16.99
69017,522.0,61.24,0.13,1,0.19,16.36
69018,673.0,79.53,0.47,3,0.28,4.93
69019,557.0,66.34,0.63,1,0.76,9.27
69020,652.0,96.36,0.37,1,0.52,3.12
69021,723.0,92.24,0.04,0,0.54,2.03
69022,496.0,76.07,0.02,0,0.98,12.54
69023,673.0,59.21,0.95,0,0.44,15.65
69024,523.0,63.76,0.27,0,0.22,6.2
69025,768.0,73.48,0.64,1,0.95,9.42
69026,472.0,98.96,0.98,5,1.0,14.2
69027,559.0,94.93,0.46,3,0.04,7.0
69028,614.0,72.79,0.49,1,0.11,19.5
69029,519.0,51.34,0.23,3,0.88,10.35
69030,635.0,61.96,0.5,4,0.17,2.72
69031,448.0,64.88,0.93,2,0.63,1.23
69032,708.0,96.85,0.99,3,0.59,1.73
69033,390.0,71.07,0.15,4,0.65,4.55
69034,639.0,50.54,0.39,0,0.19,11.86
69035,742.0,86.16,0.29,2,0.68,10.57
69036,721.0,90.38,0.57,1,0.3,19.25
69037,501.0,97.36,0.57,4,0.69,12.44
69038,592.0,80.39,0.53,4,0.04,1.49
69039,760.0,98.3,0.01,2,0.93,6.73
69040,567.0,88.3,0.01,4,0.77,17.74
69041,604.0,74.73,0.12,4,0.7,6.3
69042,655.0,91.95,0.38,1,0.14,18.3
69043,672.0,90.48,0.54,1,0.17,15.92
69044,570.0,56.59,0.27,2,0.06,12.0
69045,496.0,53.64,0.39,2,0.2,13.3
69046,477.0,90.58,0.1,1,0.34,14.47
69047,432.0,54.01,0.58,2,0.49,7.14
69048,626.0,80.65,0.13,0,0.57,15.45
69049,574.0,72.91,0.21,3,0.87,11.51
69050,597.0,53.24,0.24,2,0.32,12.9
69051,503.0,89.49,0.91,1,0.3,19.82
69052,664.0,72.21,0.98,1,0.7,2.7
69053,699.0,53.93,0.28,1,0.87,19.66
69054,661.0,93.21,0.74,4,0.59,2.55
69055,701.0,77.19,0.92,2,0.34,18.57
69056,656.0,60.43,0.11,4,0.4,19.74
69057,549.0,86.64,0.89,1,0.06,8.68
69058,623.0,79.14,0.34,0,0.45,11.41
69059,636.0,52.27,0.13,1,0.37,11.33
69060,520.0,56.73,0.63,1,0.57,14.36
69061,686.0,97.55,0.1,4,0.7,6.29
69062,486.0,59.86,0.45,0,0.12,15.33
69063,618.0,60.42,0.34,2,0.87,15.76
69064,467.0,70.33,0.3,1,0.7,9.59
69065,494.0,69.36,0.91,3,0.78,5.86
69066,701.0,52.57,0.44,4,0.34,15.94
69067,548.0,61.42,0.29,2,0.01,6.33
69068,772.0,89.7,0.23,0,0.31,19.54
69069,537.0,90.59,0.97,3,0.42,11.6
69070,543.0,91.07,0.76,2,0.97,4.81
69071,658.0,80.19,0.77,1,0.07,10.01
69072,681.0,86.62,0.14,0,0.16,1.7
69073,499.0,61.32,0.75,1,0.1,3.0
69074,676.0,59.1,0.3,1,0.74,7.52
69075,473.0,57.68,0.71,3,0.76,1.58
69076,612.0,58.38,0.28,1,0.48,2.85
69077,623.0,68.63,0.49,2,0.34,9.85
69078,571.0,69.09,0.6,0,0.57,1.14
69079,644.0,83.56,0.68,3,0.44,11.4
69080,591.0,64.09,0.65,4,0.76,9.21
69081,622.0,63.38,0.21,2,0.29,8.16
69082,544.0,64.92,0.32,1,0.21,13.39
69083,626.0,81.61,0.82,5,0.66,10.01
69084,480.0,51.93,0.34,2,0.86,19.9
69085,515.0,86.57,0.85,0,0.05,8.97
69086,683.0,73.1,0.06,1,0.94,5.74
69087,512.0,80.37,0.13,2,0.43,2.51
69088,641.0,67.71,0.02,3,0.14,1.55
69089,486.0,68.57,0.45,3,0.23,19.9
69090,486.0,93.91,0.29,0,0.57,9.07
69091,492.0,78.45,0.72,4,0.9,11.43
69092,634.0,73.27,0.45,1,0.1,19.74
69093,711.0,99.85,0.37,1,0.69,3.95
69094,398.0,96.12,0.56,2,0.18,8.54
69095,693.0,61.1,0.69,3,0.71,10.77
69096,478.0,51.32,0.17,3,0.26,17.21
69097,549.0,69.32,0.14,0,0.26,11.45
69098,596.0,95.1,0.66,1,0.8,7.74
69099,782.0,79.38,0.03,4,0.88,0.85
69100,554.0,89.12,0.86,2,0.8,7.97
69101,707.0,81.91,0.73,2,0.0,8.24
69102,678.0,89.78,0.69,4,0.44,11.66
69103,397.0,63.29,0.69,1,0.74,15.1
69104,497.0,63.08,0.47,3,0.86,15.61
69105,663.0,52.73,0.87,2,0.34,1.31
69106,507.0,76.67,0.1,2,0.82,18.9
69107,668.0,66.87,0.12,2,0.05,14.62
69108,527.0,72.32,0.56,2,0.22,11.09
69109,553.0,61.66,0.76,2,0.31,18.66
69110,850.0,82.25,0.26,4,0.26,4.92
69111,529.0,95.58,0.19,3,0.8,10.85
69112,683.0,98.22,0.38,5,0.02,7.18
69113,559.0,71.1,0.27,6,0.15,2.41
69114,632.0,88.76,0.32,1,0.75,16.75
69115,692.0,64.66,0.76,2,0.88,1.3
69116,670.0,54.82,0.3,2,0.54,15.62
69117,645.0,99.01,0.28,2,0.65,18.51
69118,603.0,54.66,0.07,4,0.12,9.4
69119,468.0,59.36,0.42,0,0.47,17.51
69120,638.0,99.7,0.94,4,0.87,3.44
69121,668.0,64.92,0.89,4,0.16,18.22
69122,618.0,51.07,0.63,2,0.93,9.3
69123,616.0,81.92,0.08,3,0.76,4.94
69124,655.0,50.28,0.18,4,0.37,5.08
69125,644.0,52.79,0.21,2,0.09,12.02
69126,507.0,90.75,0.69,4,0.23,12.37
69127,549.0,70.23,0.1,0,0.77,15.87
69128,713.0,64.03,0.41,1,0.52,7.11
69129,600.0,95.45,0.52,1,0.69,1.69
69130,659.0,77.37,0.35,2,0.87,15.74
69131,662.0,64.05,0.98,3,0.63,11.33
69132,665.0,64.3,0.37,1,0.03,14.43
69133,566.0,84.76,0.46,2,0.27,1.63
69134,503.0,79.85,0.28,1,0.4,4.64
69135,609.0,79.03,0.35,4,0.61,13.29
69136,574.0,58.25,0.87,0,0.87,7.54
69137,583.0,89.02,0.52,2,0.32,8.11
69138,400.0,84.05,0.95,4,0.97,9.87
69139,452.0,68.68,0.75,1,0.23,6.95
69140,626.0,80.7,0.87,2,0.51,13.46
69141,522.0,54.62,0.05,2,0.39,10.51
69142,722.0,61.7,0.23,0,0.69,14.59
69143,598.0,99.95,0.82,2,0.77,1.72
69144,447.0,82.3,0.87,4,0.9,18.57
69145,662.0,61.5,0.64,0,0.02,14.7
69146,598.0,81.56,0.32,4,0.77,10.09
69147,665.0,55.13,0.67,2,0.9,12.25
69148,467.0,96.8,0.85,0,0.78,14.69
69149,651.0,76.86,0.15,3,0.68,4.09
69150,487.0,90.99,0.39,3,0.16,15.57
69151,688.0,52.66,0.5,3,0.76,11.88
69152,472.0,57.51,0.49,2,0.99,13.27
69153,656.0,60.82,0.57,1,0.22,18.97
69154,608.0,60.06,0.2,1,0.02,9.8
69155,573.0,83.88,0.99,1,0.83,10.04
69156,745.0,77.61,0.84,4,0.54,14.91
69157,574.0,70.57,0.35,0,0.16,5.79
69158,711.0,95.89,0.23,1,0.15,9.67
69159,611.0,85.29,0.81,0,0.26,3.95
69160,762.0,93.49,0.79,4,0.11,8.63
69161,632.0,96.11,0.18,0,0.69,5.13
69162,826.0,85.05,0.27,2,0.83,1.51
69163,592.0,73.23,0.42,2,0.01,17.3
69164,786.0,56.87,0.73,2,0.68,0.94
69165,460.0,99.97,0.57,2,0.1,2.96
69166,744.0,85.37,0.5,1,0.7,1.33
69167,580.0,94.67,0.44,2,0.25,1.91
69168,459.0,82.33,0.84,3,0.7,13.0
69169,553.0,60.64,0.73,3,0.33,8.22
69170,671.0,67.07,0.64,1,0.91,3.99
69171,513.0,71.59,0.4,0,0.63,2.37
69172,521.0,92.26,0.43,5,0.24,14.54
69173,672.0,95.2,0.03,4,0.1,6.02
69174,514.0,87.66,0.61,2,0.0,11.65
69175,595.0,51.98,0.96,3,0.3,12.08
69176,565.0,69.26,0.44,2,0.01,2.81
69177,744.0,85.14,0.69,3,0.69,0.91
69178,583.0,63.51,0.32,1,0.63,7.58
69179,597.0,99.37,0.76,1,0.71,6.24
69180,528.0,53.91,0.49,2,0.07,4.91
69181,640.0,73.32,0.0,2,0.49,13.65
69182,570.0,76.68,0.11,5,0.66,1.51
69183,681.0,59.87,0.28,1,0.23,18.5
69184,449.0,86.66,0.18,1,0.88,11.75
69185,484.0,70.37,0.07,1,0.01,6.39
69186,715.0,69.18,0.41,1,0.51,3.73
69187,580.0,91.41,0.24,1,0.37,12.51
69188,584.0,65.02,0.1,1,0.84,19.16
69189,415.0,91.7,0.52,2,0.31,17.84
69190,412.0,60.63,0.86,1,0.15,3.15
69191,747.0,67.41,0.25,4,0.47,15.5
69192,521.0,55.49,0.21,1,0.39,17.88
69193,608.0,77.88,0.3,5,0.39,1.08
69194,492.0,87.62,0.36,5,0.38,7.9
69195,722.0,83.12,0.78,0,0.64,13.6
69196,677.0,82.69,0.69,2,0.21,3.67
69197,506.0,96.51,0.56,1,0.81,17.6
69198,576.0,68.71,0.77,2,0.38,8.6
69199,663.0,53.56,0.7,4,0.52,10.87
69200,620.0,81.48,0.99,4,0.4,13.66
69201,649.0,98.06,0.57,1,0.86,4.6
69202,617.0,65.1,0.93,3,0.03,8.94
69203,654.0,95.82,0.47,4,0.32,16.78
69204,672.0,69.29,0.45,1,0.8,7.03
69205,596.0,71.57,0.16,3,0.52,19.71
69206,641.0,99.03,0.55,0,0.92,17.96
69207,722.0,86.26,0.57,2,0.33,9.27
69208,626.0,96.04,0.34,1,0.41,5.44
69209,574.0,97.07,0.18,0,0.63,14.29
69210,523.0,98.09,0.95,1,0.7,17.06
69211,725.0,78.34,0.56,0,0.06,5.33
69212,678.0,64.38,0.78,1,0.42,13.34
69213,609.0,52.75,0.99,1,0.13,13.6
69214,679.0,52.42,0.07,4,0.17,16.29
69215,715.0,50.89,0.52,3,0.07,0.87
69216,496.0,62.53,0.23,2,0.55,8.51
69217,459.0,91.05,0.28,3,0.51,13.16
69218,449.0,74.38,0.73,4,0.4,16.14
69219,643.0,97.03,0.25,1,0.69,17.33
69220,578.0,59.79,0.82,1,0.1,18.12
69221,548.0,80.17,0.02,1,0.51,9.26
69222,813.0,61.53,0.36,4,0.83,18.43
69223,651.0,66.45,0.97,2,0.05,6.93
69224,710.0,57.72,0.38,2,0.64,6.98
69225,615.0,61.2,0.4,5,0.51,16.96
69226,485.0,94.41,0.7,1,0.08,13.1
69227,553.0,95.5,0.37,4,0.16,6.99
69228,471.0,64.29,0.43,1,0.43,6.42
69229,366.0,82.24,0.37,3,0.72,18.43
69230,493.0,50.78,0.43,1,0.21,8.02
69231,634.0,95.49,0.26,2,0.08,15.97
69232,494.0,88.65,0.89,5,0.88,9.3
69233,661.0,91.17,0.28,3,0.11,11.8
69234,607.0,82.4,0.43,3,0.16,11.56
69235,611.0,96.45,0.51,1,0.99,16.84
69236,558.0,91.18,0.52,5,0.62,16.06
69237,541.0,97.21,0.35,1,0.18,18.56
69238,553.0,52.06,0.85,6,0.69,1.25
69239,671.0,57.25,0.02,3,0.1,16.11
69240,695.0,70.97,0.64,0,0.95,12.45
69241,463.0,50.33,0.19,1,0.85,16.63
69242,696.0,85.08,0.06,1,0.42,13.13
69243,484.0,66.22,0.41,2,0.47,6.2
69244,640.0,72.4,0.04,2,0.83,3.35
69245,693.0,86.51,0.95,1,0.97,7.12
69246,843.0,73.48,0.52,1,0.83,6.79
69247,592.0,89.85,0.2,1,0.87,9.25
69248,686.0,55.6,0.13,3,0.14,15.52
69249,490.0,58.73,0.02,4,0.29,2.17
69250,534.0,68.95,0.53,4,0.39,12.4
69251,746.0,88.76,0.68,2,0.53,4.96
69252,586.0,57.32,0.92,1,0.72,5.39
69253,431.0,85.43,0.24,3,0.28,9.96
69254,631.0,97.52,0.54,5,0.86,9.83
69255,335.0,77.19,0.42,2,0.74,17.81
69256,565.0,53.53,0.74,3,0.33,7.18
69257,620.0,63.06,0.1,1,0.66,15.96
69258,545.0,66.11,0.47,0,0.85,5.52
69259,419.0,79.12,0.04,3,0.27,18.8
69260,584.0,78.51,0.8,3,0.68,6.24
69261,694.0,92.97,0.62,1,0.15,2.47
69262,511.0,79.79,0.35,4,0.63,2.88
69263,546.0,64.81,0.36,1,0.74,12.91
69264,751.0,66.94,0.84,2,0.98,15.08
69265,783.0,87.86,0.04,3,0.0,6.62
69266,844.0,66.67,0.41,3,0.9,8.51
69267,578.0,81.96,0.83,0,0.37,11.45
69268,560.0,82.7,0.08,1,0.21,13.17
69269,475.0,69.09,0.87,0,0.12,1.81
69270,652.0,67.38,0.74,6,0.14,14.14
69271,711.0,93.54,0.44,5,0.85,8.25
69272,651.0,58.65,0.96,4,0.63,11.06
69273,572.0,72.69,0.18,3,0.34,18.43
69274,541.0,99.07,0.23,2,0.61,6.4
69275,675.0,86.79,0.62,2,0.6,16.01
69276,847.0,83.94,0.0,1,0.53,4.85
69277,678.0,56.59,0.67,1,0.78,14.44
69278,786.0,90.03,0.45,1,0.22,1.05
69279,544.0,72.85,0.45,1,0.89,15.6
69280,584.0,66.51,0.72,2,0.09,14.57
69281,613.0,92.65,0.68,1,0.28,8.58
69282,561.0,84.13,0.28,2,0.02,12.64
69283,728.0,79.11,0.99,1,0.54,16.41
69284,545.0,94.09,0.06,2,0.13,5.51
69285,639.0,78.29,0.52,1,0.14,2.14
69286,554.0,52.35,0.49,4,0.86,10.94
69287,500.0,63.83,0.53,1,0.09,4.06
69288,557.0,83.18,0.99,3,0.78,16.91
69289,607.0,77.33,0.49,3,0.52,18.32
69290,588.0,98.97,0.98,3,0.85,10.13
69291,804.0,72.9,0.51,5,0.12,13.3
69292,438.0,70.56,0.25,4,0.66,6.91
69293,457.0,53.4,0.57,1,0.58,6.4
69294,561.0,83.66,0.58,2,0.8,4.15
69295,705.0,87.4,0.84,0,0.82,3.38
69296,604.0,73.2,0.35,3,0.68,19.34
69297,655.0,52.23,0.19,2,0.51,19.85
69298,592.0,97.98,0.53,0,0.62,6.81
69299,696.0,79.99,0.39,2,0.8,12.68
69300,742.0,53.95,0.6,4,0.24,17.58
69301,564.0,92.47,0.36,2,0.29,19.09
69302,585.0,62.57,0.75,2,0.73,14.18
69303,585.0,65.31,0.82,1,0.83,19.29
69304,654.0,52.09,0.68,0,0.61,4.35
69305,613.0,98.95,0.68,1,0.03,8.78
69306,679.0,80.96,0.59,1,0.88,16.24
69307,558.0,53.27,0.03,1,0.77,12.59
69308,478.0,97.96,0.43,5,0.21,18.44
69309,615.0,71.26,0.42,5,0.91,4.94
69310,844.0,96.57,0.64,2,0.97,4.45
69311,515.0,70.29,0.19,3,0.45,18.26
69312,523.0,89.92,0.23,0,0.48,19.52
69313,600.0,77.1,0.34,3,0.98,8.59
69314,704.0,91.0,0.51,4,0.27,15.03
69315,706.0,61.26,0.4,3,0.75,16.46
69316,439.0,80.39,0.94,2,0.24,7.41
69317,556.0,62.13,0.3,1,0.61,12.63
69318,487.0,96.09,0.92,3,0.44,10.72
69319,742.0,59.29,0.22,2,0.69,14.41
69320,765.0,79.84,0.96,1,0.48,14.6
69321,502.0,70.76,0.92,1,0.41,17.72
69322,512.0,71.49,0.12,5,0.5,8.77
69323,397.0,93.39,0.3,2,0.52,2.48
69324,561.0,76.16,0.84,1,0.87,5.27
69325,374.0,71.95,0.84,1,0.06,9.28
69326,529.0,63.36,0.83,2,0.46,8.5
69327,566.0,82.68,0.93,2,0.13,2.83
69328,676.0,84.98,0.43,3,0.61,19.97
69329,674.0,57.98,0.24,2,0.9,12.82
69330,470.0,75.61,0.87,1,0.53,4.58
69331,671.0,98.13,0.98,2,0.46,13.82
69332,676.0,53.95,0.89,0,0.88,0.72
69333,409.0,65.6,0.5,3,0.28,6.08
69334,540.0,54.59,0.38,3,0.87,11.64
69335,692.0,60.93,0.54,1,0.15,13.67
69336,691.0,79.59,0.5,4,0.79,4.99
69337,500.0,78.02,0.66,0,0.37,10.0
69338,660.0,51.24,0.36,2,0.23,9.14
69339,576.0,92.45,0.62,2,0.7,7.78
69340,544.0,59.37,0.3,4,0.05,4.27
69341,763.0,56.64,0.49,2,0.58,10.0
69342,471.0,54.3,0.18,2,0.65,5.02
69343,769.0,52.57,0.87,3,0.79,16.32
69344,498.0,60.15,0.76,1,0.69,16.02
69345,520.0,58.72,0.6,0,0.23,15.23
69346,598.0,62.28,0.88,2,0.55,15.75
69347,520.0,85.08,0.59,0,0.64,4.01
69348,647.0,88.75,0.53,3,0.97,5.7
69349,514.0,64.5,0.94,2,0.74,8.32
69350,610.0,81.51,0.68,3,0.55,5.02
69351,632.0,87.61,0.79,0,0.2,7.68
69352,557.0,61.28,0.24,0,0.91,1.75
69353,465.0,52.59,0.08,3,0.81,13.31
69354,636.0,61.87,0.62,0,0.91,3.9
69355,515.0,69.42,0.43,3,0.38,10.23
69356,493.0,91.55,0.94,3,0.48,7.21
69357,533.0,55.48,0.35,5,0.03,19.5
69358,412.0,85.57,0.48,3,0.92,10.75
69359,743.0,68.67,0.14,4,0.64,19.43
69360,542.0,50.79,0.26,2,0.37,12.32
69361,549.0,79.07,0.49,4,0.56,7.8
69362,658.0,77.85,0.5,1,0.91,3.73
69363,666.0,99.55,0.55,2,0.48,19.21
69364,517.0,83.21,0.69,1,0.89,8.46
69365,563.0,90.05,0.48,0,0.34,13.13
69366,680.0,55.65,0.42,3,0.04,7.31
69367,504.0,82.87,0.41,1,0.49,4.44
69368,658.0,62.59,0.64,4,0.75,8.55
69369,405.0,89.14,0.71,0,0.05,6.08
69370,589.0,74.87,0.95,2,0.63,2.19
69371,618.0,63.8,0.38,3,0.2,14.39
69372,714.0,70.68,0.29,2,0.72,8.85
69373,393.0,53.75,0.25,1,0.68,13.43
69374,610.0,94.28,0.36,1,0.49,8.65
69375,424.0,65.8,0.66,4,0.29,18.0
69376,588.0,56.93,0.44,3,0.94,9.23
69377,492.0,95.45,0.94,3,0.69,14.89
69378,566.0,91.23,0.15,3,0.4,14.49
69379,527.0,55.69,0.82,2,0.8,18.86
69380,603.0,87.77,0.23,1,0.06,10.42
69381,829.0,67.94,0.47,1,0.44,3.05
69382,446.0,96.46,0.18,1,0.52,15.71
69383,524.0,68.24,0.35,2,0.43,1.58
69384,763.0,55.88,0.87,1,0.68,5.93
69385,624.0,98.28,0.61,6,0.79,9.81
69386,781.0,59.88,0.08,3,0.63,13.22
69387,662.0,81.07,0.44,0,0.04,8.44
69388,492.0,84.56,0.25,3,0.96,2.21
69389,547.0,95.44,0.09,3,0.25,15.95
69390,619.0,50.41,0.1,2,0.27,14.23
69391,574.0,60.35,1.0,2,0.5,16.59
69392,417.0,55.79,0.81,2,0.53,17.43
69393,642.0,80.22,0.03,1,0.14,8.47
69394,524.0,51.06,0.15,3,0.78,19.62
69395,462.0,99.81,0.01,2,0.03,4.15
69396,710.0,97.02,0.29,1,0.57,15.06
69397,643.0,68.43,0.93,5,0.76,18.03
69398,635.0,51.8,0.04,2,0.87,14.05
